movie_name,genre,cast,director,tags
Hello Brother,"Action,Comedy,Fantasy","SalmanKhan, RaniMukerji, ArbaazKhan, JohnyLever",Sohail Khan,"A police officer receives a heart transplant from a murdered man whose ghost then follows him around insisting that he solve and avenge his murder.Action,Comedy,Fantasy,Sohail Khan,SalmanKhan, RaniMukerji, ArbaazKhan, JohnyLever"
Ghatak: Lethal,"Action,Drama","SunnyDeol, MeenakshiSheshadri, DannyDenzongpa, AmrishPuri",Rajkumar Santoshi,"Unable to witness the injustice and brutality inflict on the residents by a tyrannical gangster, Katya, in a small Indian village in India; Kashinath alias Kashi decides to single-handily ...                See full summary »Action,Drama,Rajkumar Santoshi,SunnyDeol, MeenakshiSheshadri, DannyDenzongpa, AmrishPuri"
Ramprasad Ki Tehrvi,"Comedy,Drama","SupriyaPathak, KonkonaSenSharma, ParambrataChattopadhyay, VikrantMassey",Seema Pahwa,"Bauji's entire family comes under one roof for 13 days after he passes away. We get a glimpse of their dynamics, politics and insecurities as each one of them is on their journey to discover their own selves and truth.Comedy,Drama,Seema Pahwa,SupriyaPathak, KonkonaSenSharma, ParambrataChattopadhyay, VikrantMassey"
Backfire,Mystery,"SandeepaDhar, KaranSinghGrover, KayKayMenon, NeilNitinMukesh",Ashok K Mishra,"Add a PlotMystery,Ashok K Mishra,SandeepaDhar, KaranSinghGrover, KayKayMenon, NeilNitinMukesh"
Main Prem Ki Diwani Hoon,"Comedy,Drama,Musical","HrithikRoshan, KareenaKapoor, AbhishekBachchan, JohnyLever",Sooraj R. Barjatya,"This is the story of Sanjana, a girl of today's generation full of life and vibrant ecstasy. She lives life on her own terms and gets very upset when her mother Susheela, arranges for her to see a boy leading to a marriage prospect.Comedy,Drama,Musical,Sooraj R. Barjatya,HrithikRoshan, KareenaKapoor, AbhishekBachchan, JohnyLever"
Naseeb Apna Apna,"Comedy,Drama","RishiKapoor, FarhaNaaz, RadhikaSarathkumar, RakeshBedi",Rama Rao Tatineni,"A domineering man marries his son to a simple village girl. But when she arrives at his house in the city, she discovers that he is already married to an attractive city woman.Comedy,Drama,Rama Rao Tatineni,RishiKapoor, FarhaNaaz, RadhikaSarathkumar, RakeshBedi"
Parivaar,"Drama,Family","MithunChakraborty, MeenakshiSheshadri, ShaktiKapoor, BabyGuddu",Shashilal K. Nair,"Anita finds shelter with a street perfomer Birju when she is abandoned by her relatives due to dowry issuesDrama,Family,Shashilal K. Nair,MithunChakraborty, MeenakshiSheshadri, ShaktiKapoor, BabyGuddu"
Tu Hai Mera Sunday,"Comedy,Drama","BarunSobti, ShahanaGoswami, AvinashTiwary, NakulBhalla",Milind Dhaimade,"When their Sunday soccer game on the beach is canceled, five friends set out to find another place to play in the noisy, crowded city of Mumbai.Comedy,Drama,Milind Dhaimade,BarunSobti, ShahanaGoswami, AvinashTiwary, NakulBhalla"
Rakshak,"Action,Thriller","SunielShetty, KarismaKapoor, SonaliBendre, Raghuvaran",Ashok Honda,"ASP Raj Sinha is assign with the task of bringing to justice the people who are responsible for printing and circulating fake currency notes. Raj is shocked when he learn that the leader ...                See full summary »Action,Thriller,Ashok Honda,SunielShetty, KarismaKapoor, SonaliBendre, Raghuvaran"
#Homecoming,"Drama,Musical","SayaniGupta, TusharPandey, HussainDalal, SohamMajumdar",Soumyajit Majumdar,"A group of ""friends"" and ""misfits"", who had formed a popular yet short-lived youth theatre group, reunite for the first time after seven years on an eventful Durga Pujo night at their old ...                See full summary »Drama,Musical,Soumyajit Majumdar,SayaniGupta, TusharPandey, HussainDalal, SohamMajumdar"
Farz,"Action,Thriller","SunnyDeol, PreityGZinta, JackieShroff, OmPuri",Raj Kanwar,"ACP Arjun Singh and his brother-in-law, Tayaji are with the police force but when Tayaji is assassinated on duty Arjun's family feels devastated by his death. Soon, Gawa Firozi and his brother Sikander start to terrorize the city.Action,Thriller,Raj Kanwar,SunnyDeol, PreityGZinta, JackieShroff, OmPuri"
Chalk N Duster,Drama,"RichaChadha, ShabanaAzmi, AryaBabbar, GavieChahal",Jayant Gilatar,"CHALK N DUSTER is an emotional journey of two teachers Vidya ( Shabana Azmi) & Jyoti ( Juhi Chawla) , serving at a Mumbai - based High School. Their passion and love for teaching, bonds ...                See full summary »Drama,Jayant Gilatar,RichaChadha, ShabanaAzmi, AryaBabbar, GavieChahal"
U Me Aur Hum,"Drama,Romance","AjayDevgn, Kajol, SumeetRaghavan, DivyaDutta",Ajay Devgn,"Ajay's life turns upside down when he learns that his wife Piya has Alzheimer and he has no option, but to leave his wife in a mental hospital.Drama,Romance,Ajay Devgn,AjayDevgn, Kajol, SumeetRaghavan, DivyaDutta"
"Tom, Dick, and Harry","Action,Comedy,Romance","RakeshBedi, BobbyDarling, AvtarGill, RameshGoyal",Deepak Tijori,"Three disabled friends - deaf Tom, blind Dick and dumb Harry - get caught up in a whirlwind adventure involving two beautiful girls, a kidnapping and a ton of cash.Action,Comedy,Romance,Deepak Tijori,RakeshBedi, BobbyDarling, AvtarGill, RameshGoyal"
Tryst with Destiny,Drama,"Suhasini, VineetKumarSingh, JaideepAhlawat, KaniKusruti",Prashant Nair,"A billionaire learns there is something money can't buy, a lower-caste couple attempts to build a new life, and a corrupt city cop finds himself far outside of the law in Nair's slyly biting triptych on class in contemporary India.Drama,Prashant Nair,Suhasini, VineetKumarSingh, JaideepAhlawat, KaniKusruti"
Mukti Bhawan,"Comedy,Drama","AdilHussain, LalitBehl, GeetanjaliKulkarni, PalomiGhosh",Shubhashish Bhutiani,"Faced with his father's untimely and bizarre demand to go and die in the holy city of Varanasi and attain Salvation, a son is left with no choice but to embark on this journey.Comedy,Drama,Shubhashish Bhutiani,AdilHussain, LalitBehl, GeetanjaliKulkarni, PalomiGhosh"
Hero No. 1,"Comedy,Drama,Musical","Govinda, KarismaKapoor, KaderKhan, PareshRawal",David Dhawan,"Timid Rajesh Malhotra escapes his tyrant father and meets Meena in a foreign land. The two lovers decide to marry, but when Meena's parents object, Rajesh decides to win them over in the quirkiest way.Comedy,Drama,Musical,David Dhawan,Govinda, KarismaKapoor, KaderKhan, PareshRawal"
Ajab Prem Ki Ghazab Kahani,"Action,Comedy,Musical","RanbirKapoor, KatrinaKaif, DarshanJariwala, SmitaJaykar",Rajkumar Santoshi,"The wacky adventures of a young man who is willing to sacrifice his own love to insure the happiness of others, even trying to get the girl of his dreams married to the guy of her dreams.Action,Comedy,Musical,Rajkumar Santoshi,RanbirKapoor, KatrinaKaif, DarshanJariwala, SmitaJaykar"
Dhadkan,"Drama,Romance","AkshayKumar, ShilpaShettyKundra, SunielShetty, MahimaChaudhry",Dharmesh Darshan,"Anjali and Dev are in love and plan to marry, but her family gets her married to Ram. Years later, Dev shows up to reunite with Anjali, who has managed to fall in love with her husband.Drama,Romance,Dharmesh Darshan,AkshayKumar, ShilpaShettyKundra, SunielShetty, MahimaChaudhry"
I Love You,"Drama,Romance,Thriller","RakulPreetSingh, PavailGulati, AkshayOberoi, KiranKumar",Nikhil Mahajan,"Sathya is a highly successful corporate executive who look forward to a bright future with her fiance,Vishal.One night ,when she is about to board a fight to Delhi, Satya finds herself trapped within the office .What danger awaits her?Drama,Romance,Thriller,Nikhil Mahajan,RakulPreetSingh, PavailGulati, AkshayOberoi, KiranKumar"
The Stoneman Murders,"Crime,Drama,Mystery","KayKayMenon, ArbaazKhan, RukhsarRehman, VeerendraSaxena",Manish Gupta,"In 1980s Bombay, a serial killer starts targeting homeless street dwellers, whilst a suspended police officer attempts to solve the case.Crime,Drama,Mystery,Manish Gupta,KayKayMenon, ArbaazKhan, RukhsarRehman, VeerendraSaxena"
Lomad,"Crime,Drama,Thriller","HemwantTiwari, AuroshikhaDey, ParimalAloke, TirrthaMurbaadkar",Hemwant Tiwari,"This SINGLE SHOT film describes that there is a stranger within all of us that comes out at an unknown place and in an unusual time.Crime,Drama,Thriller,Hemwant Tiwari,HemwantTiwari, AuroshikhaDey, ParimalAloke, TirrthaMurbaadkar"
Awaara,"Drama,Musical,Romance","RajKapoor, Nargis, PrithvirajKapoor, K.N. Singh",Raj Kapoor,"A poor young man named Raj joins a criminal gang to feed his mother. But when he falls in love with Rita, he decides to reform himself for her.Drama,Musical,Romance,Raj Kapoor,RajKapoor, Nargis, PrithvirajKapoor, K.N. Singh"
Bhuj: The Pride of India,"Action,Drama,History","AjayDevgn, SanjayDutt, SonakshiSinha, SharadKelkar",Abhishek Dudhaiya,"During the Indo-Pakistani War of 1971, the Bhuj airbase is attacked and a race against time begins to rebuild the damaged airstrip.Action,Drama,History,Abhishek Dudhaiya,AjayDevgn, SanjayDutt, SonakshiSinha, SharadKelkar"
Tribhanga,"Drama,Family","Kajol, TanviAzmi, MithilaPalkar, KunaalRoyKapur",Renuka Shahane,"The lives of three women spanning the late 1980s to present day and underscores the value of family in everyday life.Drama,Family,Renuka Shahane,Kajol, TanviAzmi, MithilaPalkar, KunaalRoyKapur"
Kuch Pal Pyar Ke,Drama,"Aamir, TejasGadhvi, AamirGhani, ZoyaRathore",Viral H. Patel,"Kuch Pal Pyar Ke is a 2018 Indian Hindi film, directed by V.H. Kumar. The film stars Aamir and Zoya in lead roles. The film has musical score by Aniket Trivedi.Drama,Viral H. Patel,Aamir, TejasGadhvi, AamirGhani, ZoyaRathore"
Dor,Drama,"AyeshaTakia, ShreyasTalpade, GulPanag, GirishKarnad",Nagesh Kukunoor,"Two woman --different backgrounds, miles apart, and strangers to each other-- are linked by tragedy. Their new-found friendship is tested as one holds the fate of the other's husband in her hands.Drama,Nagesh Kukunoor,AyeshaTakia, ShreyasTalpade, GulPanag, GirishKarnad"
Hero,"Action,Drama,Romance","SanjeevKumar, ShammiKapoor, JackieShroff, MeenakshiSheshadri",Subhash Ghai,"After his friend is imprisoned, a hitman kidnaps the daughter of the police commissioner by telling her that he is a police officer.Action,Drama,Romance,Subhash Ghai,SanjeevKumar, ShammiKapoor, JackieShroff, MeenakshiSheshadri"
Aaj Ka Arjun,"Action,Crime,Drama","AmitabhBachchan, JayaPrada, RadhikaSarathkumar, SureshOberoi",K.C. Bokadia,"Bhim Singh is an orphan who lives a poor life-style in a small community. He is the guardian to his only sister, Laxmi, who he has educated in the city, she meets Ajit Singh the son of ...                See full summary »Action,Crime,Drama,K.C. Bokadia,AmitabhBachchan, JayaPrada, RadhikaSarathkumar, SureshOberoi"
Do Knot Disturb,"Comedy,Drama","Govinda, SushmitaSen, RiteishDeshmukh, LaraDutta",David Dhawan,"A man and a woman have to pretend to be a couple in order to salvage a CEO's marriage.Comedy,Drama,David Dhawan,Govinda, SushmitaSen, RiteishDeshmukh, LaraDutta"
Lupt,"Horror,Thriller","JaavedJaaferi, NikiWalia, VijayRaaz, RishabChadha",Prabhuraj,"Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events.Horror,Thriller,Prabhuraj,JaavedJaaferi, NikiWalia, VijayRaaz, RishabChadha"
Cargo,"Drama,Fantasy,Sci-Fi","VikrantMassey, ShwetaTripathi, NanduMadhav, KonkonaSenSharma",Arati Kadav,"A young female astronaut, who joins a reclusive astronaut aboard a spaceship, struggles with her job as she interacts with mysterious Cargos that appear on the ship.Drama,Fantasy,Sci-Fi,Arati Kadav,VikrantMassey, ShwetaTripathi, NanduMadhav, KonkonaSenSharma"
Shiva,"Action,Crime,Drama","NagarjunaAkkineni, AmalaAkkineni, Raghuvaran, J.D. Chakravarthi",Ram Gopal Varma,"Shiva is disgusted by the corruption in and around his new college, and along with his friends, he decides to take a stand against the status quo.Action,Crime,Drama,Ram Gopal Varma,NagarjunaAkkineni, AmalaAkkineni, Raghuvaran, J.D. Chakravarthi"
Cheeni Kum,"Comedy,Drama,Romance","AmitabhBachchan, Tabu, PareshRawal, ZohraSehgal",R. Balki,"An egotistical 64-year-old chef and confirmed bachelor falls for a woman 30 years his junior.Comedy,Drama,Romance,R. Balki,AmitabhBachchan, Tabu, PareshRawal, ZohraSehgal"
Chhota Bheem and the Curse of Damyaan,"Animation,Adventure,Fantasy","JignaBhardwaj, Chutki, KaustavGhosh, RajeshKava",Rajiv Chilaka,"Bheem and his friend should destroy damyaan along with (the book of magi) to free them from his prison and to save their cityAnimation,Adventure,Fantasy,Rajiv Chilaka,JignaBhardwaj, Chutki, KaustavGhosh, RajeshKava"
Veer,"Action,Adventure,Drama","SalmanKhan, JackieShroff, MithunChakraborty, ZareenKhan",Anil Sharma,"Prithvi seeks revenge on Gyanendra Singh and the British. He sends his son Veer to Britain to study their plans. Veer kills Gyanendra's son but ends up falling in love with his daughter.Action,Adventure,Drama,Anil Sharma,SalmanKhan, JackieShroff, MithunChakraborty, ZareenKhan"
Damini,"Crime,Drama","MeenakshiSheshadri, RishiKapoor, SunnyDeol, AmrishPuri",Rajkumar Santoshi,"After witnessing a rape in her own household, Damini fights for justice for the deceased victim. However, she faces a bunch of challenges until she meets a disgraced lawyer who decides to fight the case and bring the culprits to justice.Crime,Drama,Rajkumar Santoshi,MeenakshiSheshadri, RishiKapoor, SunnyDeol, AmrishPuri"
Khichdi 2, ,"PratikGandhi, KirtiKulhari, FarahKhan, AnantVidhaat",Aatish Kapadia,"Add a Plot ,Aatish Kapadia,PratikGandhi, KirtiKulhari, FarahKhan, AnantVidhaat"
Rang,"Drama,Romance","Jeetendra, AmritaSingh, KamalSadanah, AyeshaJhulka",Talat Jani,"Although Suchitra has been marry to Madhav Singh for years she has always been conscious about maintaining a slim figure which in her believe will make her look young. She watched ...                See full summary »Drama,Romance,Talat Jani,Jeetendra, AmritaSingh, KamalSadanah, AyeshaJhulka"
Jungle Ki Hasina,"Action,Adventure","Babloo, Narendran, ShankarSugandhi, DiscoShanti",K.S. Gopalakrishnan,"Add a PlotAction,Adventure,K.S. Gopalakrishnan,Babloo, Narendran, ShankarSugandhi, DiscoShanti"
Sandwich,"Comedy,Thriller","Govinda, RaveenaTandon, MahimaChaudhry, MohnishBehl",Anees Bazmee,"Sher Singh lives with his mother and handicapped sister in Punjab but moves to Mumbai, changes his name to Shekhar, meets Nisha and falls in love. When his mother asks him to return, he ...                See full summary »Comedy,Thriller,Anees Bazmee,Govinda, RaveenaTandon, MahimaChaudhry, MohnishBehl"
Khud-Daar,"Action,Drama","SanjeevKumar, AmitabhBachchan, VinodMehra, TanujaSamarth",Ravi Tandon,"Hari R. Srivastav lives a middle-class life in rural India with two step-brothers, Govind and Rajesh. Circumstances compel him to get married to Seema, who dislikes Govind and Rajesh. When ...                See full summary »Action,Drama,Ravi Tandon,SanjeevKumar, AmitabhBachchan, VinodMehra, TanujaSamarth"
Sunday,"Action,Comedy,Mystery","AjayDevgn, AyeshaTakia, ArshadWarsi, IrrfanKhan",Rohit Shetty,"An amnesiac woman fears a missing day in her life may connect her to a crime, and tries to retrace her steps between Saturday evening and Monday morning.Action,Comedy,Mystery,Rohit Shetty,AjayDevgn, AyeshaTakia, ArshadWarsi, IrrfanKhan"
F.A.L.T.U,"Comedy,Drama","ArshadWarsi, RiteishDeshmukh, JackkyBhagnani, PujaGupta",Remo D'Souza,"Unable to get accepted, four academically-challenged students decide to open their own college.Comedy,Drama,Remo D'Souza,ArshadWarsi, RiteishDeshmukh, JackkyBhagnani, PujaGupta"
The Y,"Horror,Mystery,Thriller","YuvanHariharan, Leonilla, Apsara, ChethanA",Girideva Raaj,"The Female Protagonist is a Mute. After her marriage the couple enters a new chapter of their life but face another dilemma which they least expect. They experience paranormal incidents and their daily life turns into a mysterious tale.Horror,Mystery,Thriller,Girideva Raaj,YuvanHariharan, Leonilla, Apsara, ChethanA"
Aunty No. 1,"Action,Comedy,Drama","Govinda, RaveenaTandon, Harish, RohitKumarSharma",Kirti Kumar,"Sandhya (Raveena Tandon) has always dreamt of meeting her prince charming, a wealthy man, handsome, debonair, and dashing. She meets with Gopi (Govinda), who likes her instantly, and ...                See full summary »Action,Comedy,Drama,Kirti Kumar,Govinda, RaveenaTandon, Harish, RohitKumarSharma"
Shabd,"Drama,Thriller","SanjayDutt, AishwaryaRaiBachchan, ZayedKhan, AakashPandey",Leena Yadav,"When a novelist seeks inspiration by urging his wife to have an affair, the line between his story and reality is blurred.Drama,Thriller,Leena Yadav,SanjayDutt, AishwaryaRaiBachchan, ZayedKhan, AakashPandey"
Do Raaste,"Drama,Romance","RajeshKhanna, MumtazAskari, BalrajSahni, PremChopra",Raj Khosla,"Navendu toils hard to support his joint family and keep it together. However, their familial bond gets threatened when his younger brother marries a woman who insists on living separately.Drama,Romance,Raj Khosla,RajeshKhanna, MumtazAskari, BalrajSahni, PremChopra"
Mela,"Action,Adventure,Comedy","AamirKhan, TwinkleKhanna, FaisalKhan, JohnyLever",Dharmesh Darshan,"When a village belle's brother is killed by a bandit, she vows revenge and enlists the help of two truckers-come-theatre artists in her mission.Action,Adventure,Comedy,Dharmesh Darshan,AamirKhan, TwinkleKhanna, FaisalKhan, JohnyLever"
